Country,Name,NumberOfRatings,Price,Rating,Region,Tipology,Winery,Year,_id
Italy,"Raimonda Barbera d'Alba 2017",554,11.5,3.8,"Barbera d'Alba",red,Fontanafredda,2017,60f33d7f00b871aef201f1ac
United States,The Spur Red Blend 2016,555,27.15,3.9,Livermore Valley,red,"Murrieta's Well",2016,60f33d7f00b871aef201f1ad
Italy,Primitivo 2018,555,7.5,3.7,Salento,red,Paololeo,2018,60f33d7f00b871aef201f1ae
Italy,Moreccio Bolgheri 2015,555,15.5,3.8,Bolgheri,red,Casa di Terra,2015,60f33d7f00b871aef201f1af
France,Saint-Julien (Grand Cru Classé) 2014,555,77.01,4.2,Saint-Julien,red,Château Léoville Barton,2014,60f33d7f00b871aef201f1b0
France,Haut-Médoc (Grand Cru Classé) 2016,556,51.23,4,Haut-Médoc,red,Château La Tour Carnet,2016,60f33d7f00b871aef201f1b1
South Africa,Cabernet Sauvignon 2015,556,17.91,3.8,Stellenbosch,red,Tokara,2015,60f33d7f00b871aef201f1b2
France,Pessac-Léognan 2005,556,46.95,4.1,Pessac-Léognan,red,Château Carbonnieux,2005,60f33d7f00b871aef201f1b3
Italy,Brolio Chianti Classico Riserva 2016,557,20.29,4.1,Chianti Classico,red,Ricasoli,2016,60f33d7f00b871aef201f1b4
Italy,Campo Ai Sassi Rosso di Montalcino 2017,557,16.97,3.7,Rosso di Montalcino,red,Tenuta CastelGiocondo,2017,60f33d7f00b871aef201f1b5
United States,Cabernet Sauvignon 2017,5570,10.9,3.7,Central Coast,red,Robert Mondavi Private Selection,2017,60f33d7f00b871aef201f1b6
South Africa,Cabernet Sauvignon 2015,558,14.9,3.7,Swartland,red,Allesverloren,2015,60f33d7f00b871aef201f1b7
Italy,Brunello di Montalcino 2015,558,30.5,4.1,Brunello di Montalcino,red,"Col d'Orcia",2015,60f33d7f00b871aef201f1b8
Chile,Estate Merlot 2016,558,8.9,3.5,Aconcagua Valley,red,Errazuriz,2016,60f33d7f00b871aef201f1b9
Chile,Max Reserva Syrah 2015,559,13.55,3.6,Aconcagua Valley,red,Errazuriz,2015,60f33d7f00b871aef201f1ba
France,Margaux (Grand Cru Classé) 2014,559,54.95,4.1,Margaux,red,Château Cantenac Brown,2014,60f33d7f00b871aef201f1bb
Argentina,Barrel Selection Cabernet Sauvignon 2017,559,13.43,3.8,Uco Valley,red,Salentein,2017,60f33d7f00b871aef201f1bc
Argentina,Killka Cabernet Sauvignon 2017,559,9.25,3.4,Uco Valley,red,Salentein,2017,60f33d7f00b871aef201f1bd
France,Margaux (Grand Cru Classé) 2009,559,379,4.6,Margaux,red,Château Palmer,2009,60f33d7f00b871aef201f1be
Spain,Crianza 2016,5593,7.1,3.6,Rioja,red,Cune (CVNE),2016,60f33d7f00b871aef201f1bf
Chile,Cabernet Sauvignon 2016,5597,14.5,4,Puente Alto,red,Marques de Casa Concha,2016,60f33d7f00b871aef201f1c0
Germany,Das Kleine Kreuz 2017,56,19.7,4,Pfalz,red,Rings,2017,60f33d7f00b871aef201f1c1
Italy,"Pomorosso Barbera d'Asti 2017",56,43.5,4.4,"Barbera d'Asti",red,Coppo,2017,60f33d7f00b871aef201f1c2
Italy,Diciotto Primitivo 2015,56,48.72,4.4,Salento,red,Schola Sarmenti,2015,60f33d7f00b871aef201f1c3
Italy,Chianti Classico 2018,56,18.8,4,Chianti Classico,red,Riecine,2018,60f33d7f00b871aef201f1c4
Italy,Lagrein Riserva 2017,56,42.14,4.1,Südtirol - Alto Adige,red,Erbhof Unterganzner,2017,60f33d7f00b871aef201f1c5
Italy,"Nero d'Avola 2018",56,3.79,3.8,Terre Siciliane,red,Monte Pietroso,2018,60f33d7f00b871aef201f1c6
France,Château La Croix Saint-Estèphe 2015,56,23.75,4.1,Saint-Estèphe,red,Château Le Crock,2015,60f33d7f00b871aef201f1c7
Italy,Folgóre San Gimignano Rosso 2012,56,24.27,4.2,San Gimignano,red,Panizzi,2012,60f33d7f00b871aef201f1c8
Austria,Bärnreiser 2016,56,29,3.9,Carnuntum,red,Weingut Philipp Grassl,2016,60f33d7f00b871aef201f1c9
Romania,Terra Romana Milenium Red 2016,56,11.5,3.6,Dealu Mare,red,Serve,2016,60f33d7f00b871aef201f1ca
Italy,Ammasso Rosso Sicilia 2017,56,14.84,3.9,Sicilia,red,Barone Montalto,2017,60f33d7f00b871aef201f1cb
Germany,Sonnenberg Pinot Noir Trocken 2015,56,59,4.1,Pfalz,red,Eymann,2015,60f33d7f00b871aef201f1cc
Italy,Draco Chianti Colli Senesi Riserva 2016,56,15.6,4.1,Chianti Colli Senesi,red,Il Palagione,2016,60f33d7f00b871aef201f1cd
France,Cuvée Charles de Batz Madiran 2015,56,14.09,4,Madiran,red,Domaine Berthoumieu,2015,60f33d7f00b871aef201f1ce
Germany,Grauwacke Spätburgunder 2017,56,20.53,3.9,Ahr,red,Meyer - Näkel,2017,60f33d7f00b871aef201f1cf
Italy,Barbaresco Coste Rubín 2015,56,27.06,3.9,Barbaresco,red,Fontanafredda,2015,60f33d7f00b871aef201f1d0
Australia,Bullant Shiraz 2017,56,13.57,3.9,Langhorne Creek,red,Lake Breeze Wines,2017,60f33d7f00b871aef201f1d1
France,Grande Cuvée Corbières Rouge 2017,56,8.33,2.8,Corbières,red,Château Amandiers,2017,60f33d7f00b871aef201f1d2
Austria,Grande Cuvée 2017,56,13.9,4,Burgenland,red,Keringer,2017,60f33d7f00b871aef201f1d3
France,Bourgogne Épineuil 2017,56,16.95,3.9,Bourgogne Epineuil,red,Dampt Frères,2017,60f33d7f00b871aef201f1d4
France,Cavalcade Rouge 2016,56,15.16,4,Côtes du Roussillon,red,Château de Corneilla,2016,60f33d7f00b871aef201f1d5
Italy,Kanai Riserva Carignano del Sulcis 2016,56,14.52,3.9,Carignano del Sulcis,red,Sardus Pater,2016,60f33d7f00b871aef201f1d6
Portugal,Amma Red 2015,56,116,4.6,Alentejo,red,Arrepiado Velho,2015,60f33d7f00b871aef201f1d7
Italy,Vigneto Bellavista Chianti Classico 2013,56,225.32,4.3,Chianti Classico,red,Castello di Ama,2013,60f33d7f00b871aef201f1d8
Spain,Old Vines 2016,56,16.5,4,Montsant,red,Martin Freixa,2016,60f33d7f00b871aef201f1d9
France,Châteauneuf-du-Pape Barbe Rac 2004,56,71.95,4,Châteauneuf-du-Pape,red,M. Chapoutier,2004,60f33d7f00b871aef201f1da
Chile,Malbec 2016,56,21.45,4.1,Colchagua Valley,red,Polkura,2016,60f33d7f00b871aef201f1db
Spain,Cerromendro Tinta de Toro 2013,56,17.06,3.5,Toro,red,Valpiculata,2013,60f33d7f00b871aef201f1dc
France,Saint-Émilion Grand Cru (Grand Cru Classé) 2017,56,35.09,3.9,Saint-Émilion Grand Cru,red,Château de Pressac,2017,60f33d7f00b871aef201f1dd
Italy,Le Redini 2016,56,18.5,3.9,Toscana,red,Tenuta Degli Dei,2016,60f33d7f00b871aef201f1de
Germany,Pinot Noir *** 2016,56,22.9,3.8,Baden,red,Weingut Holger Koch,2016,60f33d7f00b871aef201f1df
France,Châteauneuf-du-Pape 2015,560,86.76,4.4,Châteauneuf-du-Pape,red,Clos des Papes (Paul Avril),2015,60f33d7f00b871aef201f1e0
Italy,Korem Isola dei Nuraghi 2015,560,27.43,4.2,Isola dei Nuraghi,red,Argiolas,2015,60f33d7f00b871aef201f1e1
Argentina,Obertura Cabernet Franc 2015,560,31.5,4,Mendoza,red,Kaiken,2015,60f33d7f00b871aef201f1e2
United States,Columbia Valley Merlot 2013,561,47.77,4,Columbia Valley,red,Northstar,2013,60f33d7f00b871aef201f1e3
France,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,562,109.95,4.3,Saint-Émilion Grand Cru,red,Château Beau-Sejour Becot,2005,60f33d7f00b871aef201f1e4
France,Clos du Marquis Saint-Julien 2012,562,55.08,4.1,Saint-Julien,red,Château Léoville Las Cases,2012,60f33d7f00b871aef201f1e5
Portugal,Esporão Reserva Tinto 2016,5629,15.7,4.2,Alentejo,red,Esporão,2016,60f33d7f00b871aef201f1e6
Spain,Finca Torrea Rioja 2016,563,28.99,4.1,Rioja,red,Marqués de Riscal,2016,60f33d7f00b871aef201f1e7
Argentina,Appellation Vista Flores Malbec 2017,564,13.95,4,Vista Flores,red,Catena,2017,60f33d7f00b871aef201f1e8
France,Pessac-Léognan (Premier Grand Cru Classé) 2011,564,565.38,4.5,Pessac-Léognan,red,Château Haut-Brion,2011,60f33d7f00b871aef201f1e9
Spain,Rioja Reserva 2013,564,12.14,3.9,Rioja,red,Castillo Clavijo,2013,60f33d7f00b871aef201f1ea
France,"Château d'Ampuis Côte-Rôtie 2013",565,98,4.1,Côte-Rôtie,red,E. Guigal,2013,60f33d7f00b871aef201f1eb
Italy,Barolo Riserva 2011,565,110.75,4.2,Barolo,red,Borgogno,2011,60f33d7f00b871aef201f1ec
Italy,Palazzo della Torre 2015,5655,16.08,4,Verona,red,Allegrini,2015,60f33d7f00b871aef201f1ed
Italy,Langhe Rosso 2018,566,11.21,3.8,Langhe,red,G.D. Vajra,2018,60f33d7f00b871aef201f1ee
Italy,"Opi Montepulciano d'Abruzzo Colline Teramane Riserva 2011",566,23.19,4.2,"Montepulciano d'Abruzzo Colline Teramane",red,Farnese,2011,60f33d7f00b871aef201f1ef
United States,Abstract 2018,567,41.92,4.1,California,red,Orin Swift,2018,60f33d7f00b871aef201f1f0
Spain,Ribera del Duero 2016,567,34.95,4.2,Ribera del Duero,red,Garmón,2016,60f33d7f00b871aef201f1f1
Austria,Das Phantom 2017,568,28.8,4,Mittelburgenland,red,K+K Kirnbauer,2017,60f33d7f00b871aef201f1f2
Spain,Rioja Gran Reserva 2013,568,19.9,4.1,Rioja,red,Baron de Ley,2013,60f33d7f00b871aef201f1f3
Italy,Bolgheri Superiore 2016,568,57.9,4.4,Bolgheri Superiore,red,Tenuta Argentiera,2016,60f33d7f00b871aef201f1f4
Italy,Valpolicella Ripasso Classico Superiore 2017,569,14.52,3.8,Valpolicella Ripasso,red,Speri,2017,60f33d7f00b871aef201f1f5
Italy,Brunello di Montalcino Pianrosso 2012,569,62.57,4.4,Brunello di Montalcino,red,"Ciacci Piccolomini d'Aragona",2012,60f33d7f00b871aef201f1f6
South Africa,Cabernet Sauvignon 2016,57,17.9,3.7,Stellenbosch,red,Fairview,2016,60f33d7f00b871aef201f1f7
France,Vin de Monsieur Le Baron 2010,57,75,4,Côtes-du-Rhône,red,Château de Montfaucon,2010,60f33d7f00b871aef201f1f8
Spain,Ribera del Duero Reserva 2009,57,24.9,3.8,Ribera del Duero,red,Vega Real,2009,60f33d7f00b871aef201f1f9
France,Pomerol 1996,57,77.5,3.9,Pomerol,red,Château Petit-Village,1996,60f33d7f00b871aef201f1fa
Italy,Barbaresco 2016,57,28.27,3.9,Barbaresco,red,Rizzi,2016,60f33d7f00b871aef201f1fb
Italy,Anticaia Negroamaro Salento 2018,57,5.85,3.8,Salento,red,San Donaci,2018,60f33d7f00b871aef201f1fc
Italy,I Scuri Cabernet Sauvignon 2017,57,10.8,3.9,Venezia,red,Borgo Molino,2017,60f33d7f00b871aef201f1fd
Italy,Filo di Seta Brunello di Montalcino 2011,57,48.02,4,Brunello di Montalcino,red,Castello Romitorio,2011,60f33d7f00b871aef201f1fe
Italy,Reseca 2012,57,29.9,4.1,Terre Siciliane,red,Gulfi,2012,60f33d7f00b871aef201f1ff
Italy,Brunello di Montalcino 2011,57,106.25,4.2,Brunello di Montalcino,red,Sesta di Sopra,2011,60f33d7f00b871aef201f200
Austria,Rosenberg 2014,57,34.8,4.1,Carnuntum,red,Markowitsch,2014,60f33d7f00b871aef201f201
Italy,Garof Grumello 2016,57,17.9,3.6,Valtellina,red,Mamete Prevostini,2016,60f33d7f00b871aef201f202
France,Cuvée Anne Rhone Valley Vineyard 2014,57,11.36,3.7,Ventoux,red,Domaine Le Mur-Mur-Ium,2014,60f33d7f00b871aef201f203
Portugal,Bastardo 2018,57,24,3.8,Douro,red,Conceito,2018,60f33d7f00b871aef201f204
Italy,Chianti Classico 2016,57,12.25,3.6,Chianti Classico,red,Vignole,2016,60f33d7f00b871aef201f205
Italy,Nebbiolo Langhe Maggiur 2016,57,15.79,3.7,Langhe,red,Cascina Luisin,2016,60f33d7f00b871aef201f206
France,Les Cépages Syrah 2018,57,7.28,3.6,"Pays d'Oc",red,Baron Philippe de Rothschild,2018,60f33d7f00b871aef201f207
France,Médoc 2016,57,19.9,3.6,Médoc,red,Château Lousteauneuf,2016,60f33d7f00b871aef201f208
France,Fronsac 2005,57,29.95,3.7,Fronsac,red,Château Les Trois Croix,2005,60f33d7f00b871aef201f209
Spain,Ars Nova 2014,57,10.43,4.1,Navarra,red,Bodega Tandem,2014,60f33d7f00b871aef201f20a
South Africa,The Long Walk Cabernet Sauvignon 2019,57,7.25,3.6,Western Cape,red,Footprint,2019,60f33d7f00b871aef201f20b
Italy,San Lorenzo Valtellina Superiore Sassella 2016,57,28.9,4,Valtellina Superiore,red,Mamete Prevostini,2016,60f33d7f00b871aef201f20c
Italy,Altro Merlot Merlot 2015,57,19.42,4,Colli Orientali del Friuli,red,Torre Rosazza,2015,60f33d7f00b871aef201f20d
Spain,Son Negre 2010,57,99.95,4.4,Mallorca,red,Ànima Negra,2010,60f33d7f00b871aef201f20e
Italy,Mulinëro 2015,57,37.47,4,Lombardia,red,Malavasi,2015,60f33d7f00b871aef201f20f
Italy,Ludi 2016,57,29.85,4.3,Offida,red,Velenosi,2016,60f33d7f00b871aef201f210
Italy,Ripe al Convento Brunello di Montalcino Riserva 2013,57,105.17,4.2,Brunello di Montalcino,red,Tenuta CastelGiocondo,2013,60f33d7f00b871aef201f211
France,Bandol 2000,57,36.95,3.8,Bandol,red,Château Pradeaux,2000,60f33d7f00b871aef201f212
Italy,Castel Firmian Marzemino Trentino 2017,57,7.21,3.2,Trentino,red,Mezzacorona,2017,60f33d7f00b871aef201f213
France,Saint-Emilion Grand Cru (Premier Grand Cru Classé) 2005,57,379.95,4.4,Saint-Émilion Grand Cru,red,La Mondotte,2005,60f33d7f00b871aef201f214
Italy,Geremia Toscana 2014,57,29.95,4,Toscana,red,Rocca di Montegrossi,2014,60f33d7f00b871aef201f215
France,Haut-Médoc 2017,57,17.45,3.8,Haut-Médoc,red,Château Cambon La Pelouse,2017,60f33d7f00b871aef201f216
Italy,Casetta Valdadige Terradeiforti Foja Tonda 2014,57,12.9,3.8,Valdadige Terradeiforti,red,Albino Armani,2014,60f33d7f00b871aef201f217
United States,Cabernet Sauvignon 2017,57,96.51,4.4,Napa Valley,red,Lewis Cellars,2017,60f33d7f00b871aef201f218
France,Lalande de Pomerol 2014,57,13.79,3.8,Lalande-de-Pomerol,red,Château Jean Gue,2014,60f33d7f00b871aef201f219
France,Médoc 2014,57,10.15,3.5,Médoc,red,Château Lestage Chevillon,2014,60f33d7f00b871aef201f21a
Germany,RS Spätburgunder 2016,57,19.26,4,Baden,red,Salwey,2016,60f33d7f00b871aef201f21b
Spain,Rioja Reserva 2015,570,14.9,3.7,Rioja,red,Palacio de Primavera,2015,60f33d7f00b871aef201f21c
Italy,Soffocone di Vincigliata Toscana 2012,570,31.97,4,Toscana,red,Bibi Graetz,2012,60f33d7f00b871aef201f21d
Spain,Conde de Valdemar Tempranillo 2016,570,8.68,3.5,Rioja,red,Bodegas Valdemar,2016,60f33d7f00b871aef201f21e
Spain,Viñas de Gain Rioja Alavesa 2017,570,21.25,4,Rioja Alavesa,red,Artadi,2017,60f33d7f00b871aef201f21f
France,Pinot Noir 2018,571,6.33,3.5,"Pays d'Oc",red,Les Jamelles,2018,60f33d7f00b871aef201f220
Portugal,Douro Reserva 2015,571,53.9,4.2,Douro,red,Quinta das Tecedeiras,2015,60f33d7f00b871aef201f221
Spain,Añares Rioja Reserva 2014,571,8.89,3.8,Rioja,red,Bodegas Olarra,2014,60f33d7f00b871aef201f222
France,Saint-Julien (Grand Cru Classé) 2008,571,56.95,4,Saint-Julien,red,Château Langoa Barton,2008,60f33d7f00b871aef201f223
France,Gevrey-Chambertin 2014,572,88.3,4.1,Gevrey-Chambertin,red,Domaine Trapet,2014,60f33d7f00b871aef201f224
France,Saint-Julien 2012,572,24.45,3.9,Saint-Julien,red,Château du Glana,2012,60f33d7f00b871aef201f225
Italy,Bosan Valpolicella Ripasso Superiore 2016,572,18.9,3.8,Valpolicella Ripasso,red,Cesari,2016,60f33d7f00b871aef201f226
Italy,Montefalco Rosso 2015,572,11.9,3.7,Montefalco,red,Antonelli San Marco,2015,60f33d7f00b871aef201f227
Italy,F Negroamaro 2017,572,15.95,4.4,Salento,red,San Marzano,2017,60f33d7f00b871aef201f228
France,Saint-Julien (Grand Cru Classé) 2002,573,175.1,4.3,Saint-Julien,red,Château Ducru-Beaucaillou,2002,60f33d7f00b871aef201f229
Italy,Appassite 2018,573,9.9,4.1,Puglia,red,Nero Grande,2018,60f33d7f00b871aef201f22a
Australia,Cabernet Sauvignon 2019,573,6.21,3.4,South Eastern Australia,red,Yellow Tail,2019,60f33d7f00b871aef201f22b
France,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012,573,67.26,4.3,Saint-Émilion Grand Cru,red,Château Beau-Sejour Becot,2012,60f33d7f00b871aef201f22c
Spain,Laya 2019,573,6.8,3.8,Almansa,red,Atalaya,2019,60f33d7f00b871aef201f22d
France,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,573,117.2,4.2,Saint-Émilion Grand Cru,red,Château Canon-La-Gaffelière,2011,60f33d7f00b871aef201f22e
United States,Cabernet Sauvignon 2015,5733,17.75,3.8,Sonoma County,red,Louis M. Martini,2015,60f33d7f00b871aef201f22f
France,Pessac-Léognan (Grand Cru Classé de Graves) 2015,574,108.57,4.3,Pessac-Léognan,red,Domaine de Chevalier,2015,60f33d7f00b871aef201f230
France,Pessac-Léognan (Grand Cru Classé de Graves) 2015,574,65,4.1,Pessac-Léognan,red,Château Malartic-Lagravière,2015,60f33d7f00b871aef201f231
Portugal,23 Barricas Touriga Nacional - Syrah Alentejano 2017,574,32.19,4.2,Alentejano,red,Herdade dos Grous,2017,60f33d7f00b871aef201f232
South Africa,Kadette Pinotage 2018,575,10.9,3.6,Stellenbosch,red,Kanonkop,2018,60f33d7f00b871aef201f233
France,Graves 2014,576,19.47,3.9,Graves,red,Château Villa Bel Air,2014,60f33d7f00b871aef201f234
Italy,"Tenuta Sant'Alfonso Chianti Classico 2016",576,17.29,4,Chianti Classico,red,Rocca delle Macìe,2016,60f33d7f00b871aef201f235
United States,Napanook 2013,576,82.86,4.2,Napa Valley,red,Dominus,2013,60f33d7f00b871aef201f236
Italy,Ai Colli Amarone della Valpolicella 2012,577,48.74,3.9,Amarone della Valpolicella,red,Vivaldi,2012,60f33d7f00b871aef201f237
United States,Othello 2012,577,42.89,3.9,Napa Valley,red,Dominus,2012,60f33d7f00b871aef201f238
Chile,Aconcagua Alto Carmenère 2014,577,21.45,3.8,Aconcagua,red,Errazuriz,2014,60f33d7f00b871aef201f239
Italy,Oreno Toscana 2014,578,44.14,4.1,Toscana,red,Tenuta Sette Ponti,2014,60f33d7f00b871aef201f23a
South Africa,Baron Edmond 2015,578,46.32,4.2,Paarl,red,Rupert & Rothschild,2015,60f33d7f00b871aef201f23b
Italy,Mormoreto Toscana 2009,578,73.11,4.2,Toscana,red,Castello Nipozzano,2009,60f33d7f00b871aef201f23c
Italy,Montesodi Toscana 2015,578,42.62,4,Toscana,red,Castello Nipozzano,2015,60f33d7f00b871aef201f23d
United States,Dominus (Christian Moueix) 2014,579,275,4.6,Napa Valley,red,Dominus,2014,60f33d7f00b871aef201f23e
Italy,Tancredi 2016,579,21.9,4,Terre Siciliane,red,Donnafugata,2016,60f33d7f00b871aef201f23f
France,Fronsac 2010,579,30.95,3.9,Fronsac,red,Château la Vieille Cure,2010,60f33d7f00b871aef201f240
Italy,Buio 2017,579,18.49,3.7,Carignano del Sulcis,red,Mesa,2017,60f33d7f00b871aef201f241
Spain,Riscal Tempranillo 2018,579,6.89,3.6,Castilla y León,red,Marqués de Riscal,2018,60f33d7f00b871aef201f242
France,Volnay 2011,58,33.62,3.9,Volnay,red,Domaine François Buffet,2011,60f33d7f00b871aef201f243
Germany,Kalkmergel Spätburgunder 2015,58,19,4,Pfalz,red,Knipser,2015,60f33d7f00b871aef201f244
Italy,HEBO (Suvereto) 2018,58,14.9,4,Toscana,red,Petra,2018,60f33d7f00b871aef201f245
Spain,Clos de Torribas Penedès Reserva Tempranillo 2013,58,6.25,3.7,Penedès,red,Pinord,2013,60f33d7f00b871aef201f246
Austria,Zweigelt Reserve 2017,58,11.02,3.9,Burgenland,red,Salzl Seewinkelhof,2017,60f33d7f00b871aef201f247
Spain,Wrongo Dongo Monastrell 2018,58,8.3,3.7,Jumilla,red,Volver,2018,60f33d7f00b871aef201f248
France,Petit Clos Malbec 2015,58,14.38,3.4,Cahors,red,Jean-Luc Baldès,2015,60f33d7f00b871aef201f249
South Africa,Shiraz 2017,58,12.49,3.9,Stellenbosch,red,Middelvlei,2017,60f33d7f00b871aef201f24a
Germany,Pinot Noir *** 2015,58,32.35,3.9,Baden,red,Weingut Holger Koch,2015,60f33d7f00b871aef201f24b
Italy,Taurasi Riserva Radici 2014,58,34.9,4,Taurasi,red,Mastroberardino,2014,60f33d7f00b871aef201f24c
Italy,Aluigi Riserva Chianti Classico 2012,58,25.3,3.8,Chianti Classico,red,Cinciole,2012,60f33d7f00b871aef201f24d
Germany,Pinot Noir 2018,58,9.17,4,Pfalz,red,Andreas Bender,2018,60f33d7f00b871aef201f24e
Germany,Villa Bürklin Cuvée Rot 2014,58,11.19,3.2,Pfalz,red,Dr. Bürklin-Wolf,2014,60f33d7f00b871aef201f24f
Italy,Vigna Colonnello Barolo Riserva Bussia 2012,58,179,4.4,Barolo,red,Prunotto,2012,60f33d7f00b871aef201f250
France,Hermitage Monier de la Sizeranne 2015,58,60.63,4.3,Hermitage,red,M. Chapoutier,2015,60f33d7f00b871aef201f251
Spain,Crianza 2016,58,8.39,3.7,Toro,red,Finca Sobreno,2016,60f33d7f00b871aef201f252
Italy,"Il Passo Verde Nero d'Avola 2019",58,9.46,3.7,Terre Siciliane,red,Zabu,2019,60f33d7f00b871aef201f253
United States,Estate Perigee (Seven Hills Vineyard) 2015,58,59.5,3.9,Walla Walla Valley,red,"L'Ecole No 41",2015,60f33d7f00b871aef201f254
Italy,I Tratturi Primitivo 2019,58,4.65,3.8,Puglia,red,San Marzano,2019,60f33d7f00b871aef201f255
Germany,Pinot Noir 2013,58,30,3.9,Pfalz,red,August Kesseler,2013,60f33d7f00b871aef201f256
Italy,Lafóa Cabernet Sauvignon 2016,58,58,4.3,Südtirol - Alto Adige,red,Colterenzio (Schreckbichl),2016,60f33d7f00b871aef201f257
Germany,Fundament Spätburgunder Trocken 2014,58,9.9,3.3,Pfalz,red,Wageck-Pfaffmann,2014,60f33d7f00b871aef201f258
Italy,Pignataro Nero di Troia 2018,58,7.9,4,Puglia,red,Tagaro,2018,60f33d7f00b871aef201f259
Spain,Selecció Tinto 2016,58,27.2,3.9,Terra Alta,red,Edetària,2016,60f33d7f00b871aef201f25a
Spain,Jumilla Pinodoncel Black 2018,58,7.75,3.9,Jumilla,red,Bleda,2018,60f33d7f00b871aef201f25b
United States,Limited Release Syrah 2013,58,84.27,4.2,Napa Valley,red,Black Stallion,2013,60f33d7f00b871aef201f25c
Germany,Ruber Spätburgunder 2016,58,13.09,3.5,Ahr,red,Weingut Nelles 1479,2016,60f33d7f00b871aef201f25d
France,Prestige Bordeaux Supérieur 2016,58,9.7,4,Bordeaux Supérieur,red,Château Lauduc,2016,60f33d7f00b871aef201f25e
France,Saint-Émilion Grand Cru 2014,58,82.86,4.1,Saint-Émilion Grand Cru,red,Clos Dubreuil,2014,60f33d7f00b871aef201f25f
France,Côte de Beaune-Villages 2017,58,22.32,3.6,Côte de Beaune Villages,red,Joseph Drouhin,2017,60f33d7f00b871aef201f260
Australia,Coulthard Cabernet Sauvignon 2015,58,19.3,4,Langhorne Creek,red,Bremerton,2015,60f33d7f00b871aef201f261
Chile,Las Pizarras Syrah 2017,58,77.88,4.1,Aconcagua Costa,red,Errazuriz,2017,60f33d7f00b871aef201f262
Italy,Barolo 2016,58,57.23,4.3,Barolo,red,Pio Cesare,2016,60f33d7f00b871aef201f263
Italy,"Vigna Del Mandorlo Dolcetto d'Alba 2018",58,10.5,3.6,"Dolcetto d'Alba",red,Elvio Cogno,2018,60f33d7f00b871aef201f264
Italy,Falletto Barolo Le Rocche del Falletto 2015,58,189.15,4.5,Barolo,red,Bruno Giacosa,2015,60f33d7f00b871aef201f265
Spain,Altos R Tempranillo 2018,58,6.81,3.6,Rioja,red,Altos de Rioja,2018,60f33d7f00b871aef201f266
Australia,Prodigal Grenache 2016,58,27.04,4.1,Clare Valley,red,Kilikanoon,2016,60f33d7f00b871aef201f267
France,Saint-Émilion Grand Cru (Grand Cru Classé) 2010,58,109.95,4.3,Saint-Émilion Grand Cru,red,Château Clos Saint Martin,2010,60f33d7f00b871aef201f268
France,Gigondas 2014,580,27,4,Gigondas,red,Château de Saint Cosme,2014,60f33d7f00b871aef201f269
United States,Beyer Ranch Zinfandel 2015,580,10.71,3.9,Livermore Valley,red,Wente,2015,60f33d7f00b871aef201f26a
France,"Cos d'Estournel 2010",580,369,4.5,Saint-Estèphe,red,"Cos d'Estournel",2010,60f33d7f00b871aef201f26b
Spain,Viña Arana Gran Reserva 2012,580,32.45,4.3,Rioja,red,La Rioja Alta,2012,60f33d7f00b871aef201f26c
New Zealand,Pinot Noir 2016,580,12.45,3.3,Marlborough,red,Stoneleigh,2016,60f33d7f00b871aef201f26d
Portugal,Ponte Das Canas 2014,581,16.4,3.9,Alentejo,red,Mouchão,2014,60f33d7f00b871aef201f26e
United States,Rutherford 2016,582,199,4.6,Rutherford,red,Quintessa,2016,60f33d7f00b871aef201f26f
Italy,Paesi Tuoi Barolo 2012,582,19.9,3.9,Barolo,red,Vite Colte,2012,60f33d7f00b871aef201f270
France,Saint-Julien (Grand Cru Classé) 1999,582,173.31,4.4,Saint-Julien,red,Château Ducru-Beaucaillou,1999,60f33d7f00b871aef201f271
France,Pessac-Léognan 2012,583,77.5,4.1,Pessac-Léognan,red,Château Haut-Bailly,2012,60f33d7f00b871aef201f272
Australia,"Henry's Seven 2016",583,34.9,4,Barossa,red,Henschke,2016,60f33d7f00b871aef201f273
Italy,Il Ducale Toscana 2014,583,14.72,3.6,Toscana,red,Ruffino,2014,60f33d7f00b871aef201f274
France,Pessac-Léognan (Grand Cru Classé de Graves) 2011,583,65.79,4.1,Pessac-Léognan,red,Château Malartic-Lagravière,2011,60f33d7f00b871aef201f275
France,Les Tourelles de Longueville Pauillac 2008,583,49.77,4,Pauillac,red,Château Pichon Baron,2008,60f33d7f00b871aef201f276
Italy,"Fantini Montepulciano d'Abruzzo 2018",584,5.9,3.6,"Montepulciano d'Abruzzo",red,Farnese,2018,60f33d7f00b871aef201f277
Italy,Chianti Superiore 2017,584,10.45,3.7,Chianti,red,Santa Cristina,2017,60f33d7f00b871aef201f278
Chile,Adobe Syrah (Reserva) 2017,584,8.45,3.7,Rapel Valley,red,Emiliana,2017,60f33d7f00b871aef201f279
France,Haut-Médoc 2006,584,14.8,3.7,Haut-Médoc,red,Château Malescasse,2006,60f33d7f00b871aef201f27a
Italy,Morandina Valpolicella Ripasso Superiore 2017,584,17.9,4,Valpolicella Ripasso,red,Prà,2017,60f33d7f00b871aef201f27b
South Africa,Pinotage 2017,584,7.63,3.6,Durbanville,red,Durbanville Hills,2017,60f33d7f00b871aef201f27c
